,created_date,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
63009,2016-10-27 0:00:00,Волкова Наталія Миколаївна,прокуратура Херсонської області,"прокурор відділу представництва інтересів громадян та держави в судах управління представництва, захисту інтересів громадян та держави в суді прокуратури Херсонської області",37f7597b-d278-448d-bd5e-6fe1f3736cf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21100,,,,,,,,,,,,,,,
24011,2016-10-26 0:00:00,Секретар Віталій Віталійович,прокуратура Автономної Республіки Крим,прокурор відділу представництва інтересів громадян та держави в суді,b52d637f-bc46-4168-82c0-995ca3a69b7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77518,2016-10-25 0:00:00,Буяновський Віктор Валерійович,Прокуратура Донецької області,Прокурор відділу представництва інтересів громадян та держави в суді прокуратури Донецької області ,8bfb8193-f78f-4045-8857-58960326d429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23025,2016-10-29 0:00:00,Андрусяк Наталія Андріївна,прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадян та держави в суді та при виконанні судових рішень прокуратури області,8de9173c-5287-46a9-904d-01ac6df4628c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,2016-10-21 0:00:00,Сєрова Наталя Сергіївна,Прокуратура Донецької області,прокурор відділу представництва інтересів громадян та держави в суді управління представництва інтересів громадян та держави в суді,1875b103-6f8b-44dd-a42e-6a38ca175a29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84194,2016-10-19 0:00:00,Сущенко Вадим Анатолійович,Прокуратура Донецької області,Прокурор відділу представництва інтересів громадян та держави в суді управління представництва інтересів громадян та держави в суді,1364b4dd-01d4-45cd-a9cf-41a333982d10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47507,2016-10-20 0:00:00,Кісельова Світлана Сергіївна,прокуратура Донецької області,прокурор відділу представництва інтересів громадян та держави в суді управління представництва інтересів громадян та держави в суді прокуратури Донецької області,44f20153-b58c-4505-a869-f1107c1d478f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36194,2016-10-27 0:00:00,Кучер Анна Юріївна,Прокуратура Донецької області,прокурор відділу представництва інтересів громадян та держави в суді управління представництва інтересів громадян та держави в суді прокуратури Донецької області,f872fb20-22a6-4fa6-86d6-3a8067acca18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32422,2016-10-19 0:00:00,Профатило Олексій Петрович,прокуратура Донецької області,прокурор відділу представництва інтересів громадян та держави в суді управління представництва інтересів громадян та держави в суді прокуратури Донецької області,688c2489-bfd3-4545-a445-e110f3a10530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80823,2016-10-07 0:00:00,Верешко Мар'ян Іванович,Прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадянина або держави в судах та при виконанні судових рішень,c8361718-db29-4d27-a928-78b0900315fa,,,48694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80749,2016-10-26 0:00:00,Волошенюк Олександр Григорович,"Генеральна прокуратура України, Головна військова ппрокуратура",прокурор відділу представництва інтересів громадянина або держави в судах та при виконанні судових рішень,b7aa1c17-c1e8-45bb-a5c5-e8566c81ecbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75183,2016-10-27 0:00:00,Рибалко Наталія Володимирівна,прокуратура Чернігівської області,прокурор відділу представництва інтересів громадянина або держави в судах та при виконанні судових рішень,23b8b765-2189-4e0b-b707-ba6d6df215f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43739,2016-10-24 0:00:00,Гончар Іван Олексійович,прокуратура Хмельницької області,прокурор відділу представництва інтересів громадянина або держави в суді,c745e064-cd82-4d4c-9728-5d3954daa374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64929,2016-10-21 0:00:00,Ворох Анна Василівна,прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадянина або держави в суді прокуратури Івано-Франківської області,4f306542-dcb4-409d-81ed-ab62c94ea29b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59410,2016-10-26 0:00:00,Артеменко Руслан Володимирович,Прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,d119a284-53ae-445a-b6fc-5452690a9ef6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66180,2016-10-29 0:00:00,Балабан Сергій Миронович,Прокуратура Івано-Франківської області,Прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,0b69694c-d046-4429-8b0e-5fdda965a39e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14611,2016-10-26 0:00:00,Бородчук Оксана Василівна,Прокуратура Волинської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,d4228216-10e3-4857-abd2-96e8764e2e2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55334,,,,,
12119,2016-10-18 0:00:00,Гринишин Людмила Михайлівна,Прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,583f5b62-984d-4815-9fc6-505f9549304b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103528,2016-10-24 0:00:00,Декалюк Денис Ернестович,прокуратура Херсонської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,2be97bb0-3fd8-4488-bced-04726372cfba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52949,2016-10-29 0:00:00,Добрікова Ірина Вікторівна,прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,24b8ebc6-70bb-4748-8a96-58c4cb6ac865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13739,2016-10-26 0:00:00,Жмура Людмила Сергіївна,Прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,dd67b14f-dd94-402f-8d7d-0521aac33b14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6994,2016-10-24 0:00:00,Журавльова Наталія Євгенівна,прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,f3241623-5c10-41fa-8327-31b3aedaf982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36540,2016-10-27 0:00:00,Зеленко Василь Іванович,Прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,58ff082b-d93c-4ca2-a75d-99fc404a80df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102010,2016-10-26 0:00:00,Зубік В'ячеслав Васильович,Прокуратура Херсонської області,Прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,9a4446b7-6c56-42a9-ab0e-917718de4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157,2016-10-27 0:00:00,Кадєєва Алла Вячеславівна,прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,3aaac2ae-b50e-47f6-b676-f2b1aa6d50e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,2016-10-26 0:00:00,Климюк Наталія Володимирівна,Прокуратура Волинської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,518b9205-acb3-4afb-bed3-2c316bd762f9,,,,,,,,,,,,,,,,,,,,72450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71034,2016-10-20 0:00:00,Кобзар Андрій Іванович,прокуратура Херсонської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,4fd153c3-7c26-4bdf-a4dd-3e3bfb79e316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40896,2016-10-27 0:00:00,Козлова Олена Володимирівна,прокуратура Тернопільської області ,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,dca9cc9a-6543-49ba-a0ce-17317d4781a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45824,2016-10-29 0:00:00,Коткова Вікторія Анатоліївна,Прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,62339fbf-1767-44cb-b9d8-81a7d973ae1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,2016-10-26 0:00:00,Кущ Віталій Григорович,прокуратура Херсонської області ,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,a215f0b8-82eb-4f0e-9673-dbb90a878697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22262,2016-10-13 0:00:00,Лисенко Неля Михайлівна,прокуратура Полтавської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,16fde18a-ebe9-420b-8c6c-9702e6b39cf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21495,2016-10-28 0:00:00,Лукащук Ольга В'ячеславівна,прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,64106de1-c458-4bfa-94d2-b79d7aee0cf0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74463,2016-10-28 0:00:00,Лукіна Вероніка Миколаївна,прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,0861b0cd-a6e9-4596-9884-97429cca9d6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34751,2016-10-27 0:00:00,Люта Анна Василівна,прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,8667f20e-94f8-4e89-8521-01df863f9b53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20296,2016-10-28 0:00:00,Олійник Людмила Вікторівна,Прокуратура Полтавської області ,Прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,a8e6a875-7bc1-4ed0-81e7-495fa36d8d5e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69651,2016-10-30 0:00:00,Петренко Лариса Василівна,прокуратура Херсонської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,249044eb-29cf-4e86-b6c8-4f584f23ddb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,94949,,,,,
96544,2016-10-28 0:00:00,Русецька Олена Володимирівна,Прокуратура Хмельницької області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,1018fdd0-8eac-4b8a-9c99-24041105172e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32033,2016-10-17 0:00:00,Скучинський Леонід Євгенійович,прокуратура Волинської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,24e7018e-0140-402d-ae0e-a1d0d4cb4277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30089,2016-10-17 0:00:00,Снісаренко Юлія Леонтіївна,прокуратура Полтавської області ,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,6543cdbf-4243-48cb-81ea-2bd0c79b6e09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,
13961,2016-10-27 0:00:00,Форгачі Тетяна Володимирівна,прокуратура Закарпатської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,26a9b034-71d7-4f45-9512-a1ebd82f7558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99490,2016-10-24 0:00:00,Хамідова Ельвіна Фикретівна,Прокуратура Херсонської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,3f2652de-39e6-4005-bb44-deb0aaf1ea04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57336,2016-10-05 0:00:00,Хомин Мар'яна Василівна,прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень,09f114d8-e6dc-4e8d-b300-59b20aa61056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211,2016-10-26 0:00:00,Волкожа Світлана Валентинівна,Прокуратура Миколаївської області ,Прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень ,15bc49c8-fd67-473f-97b6-647c8b569dab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103176,2016-10-28 0:00:00,Гишта Святослав Іванович,прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень ,73cbd6cb-52f2-458b-9b34-45fa2975c1ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7308,2016-10-06 0:00:00,Піварчук Андрій Михайлович,Прокуратура Івано-Франківської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень ,9800ad50-5198-485f-91ac-8347f246210f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,,,,,,,,,,,,,,,,
35498,2016-10-27 0:00:00,Ревуха Ірина Вячеславівна,Прокуратура Волинської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень ,406c7adb-55e4-42c7-b85d-8c9226881ddb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11936,2016-10-21 0:00:00,Романішина Тетяна Леонтіївна,прокуратура Волинської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень ,7c2f0c20-4506-438e-9a96-37a1c32afa99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77405,2016-10-28 0:00:00,Середа Євгеній Вікторович,"Прокуратура Миколаївської області, відділ представництва інтересів громадянина або держави в суді та при виконанні судових рішень",Прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень ,66ce17ff-e0c2-40fd-901f-7e8a5bd97d7b,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,
50227,2016-10-12 0:00:00,Тертичний Сергій Іванович,Прокуратура Полтавської області ,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень ,1757df3c-9adc-4f13-824b-30a1096ee485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28243,2016-10-19 0:00:00,Лебедюк-Гудкова Тетяна Володимирівна,прокуратура Волинської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Волинської області,2b0f53d8-840e-4ced-b9af-14e8cb208620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24310,2016-10-26 0:00:00,Тарасюк Тетяна Василівна,Прокуратура Волинської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Волинської області,c0dda8cd-3390-4804-821a-f2be11eda451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53070,2016-10-28 0:00:00,Бескровна Інна Ігорівна,прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Миколаївської області,701bbfba-b958-4182-8fc9-a0e2252e8f9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50268,2016-10-28 0:00:00,Григорян Еліна Рачіківна,Прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Миколаївської області,cbeee674-19a2-47de-8c88-f5b0dd5d02f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48263,2016-10-26 0:00:00,Левкович Альвіна Євгенівна,"прокуратура Миколаївської області, відділ представництва інтересів громадянина або держави в суді та при виконанні судових рішень ",прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Миколаївської області ,8dc4a029-e558-450a-a192-171699716d9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023,2016-10-30 0:00:00,ЦВІКІЛЕВИЧ НАТАЛІЯ ВОЛОДИМИРІВНА,прокуратура Миколаївської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Миколаївської області ,3bb4ea11-a776-44dd-9c8e-16dbdafcd4ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672,,,,,
2396,2016-10-25 0:00:00,Вигонна Ірина Валентинівна,Прокуратура Тернопільської області,Прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Тернопільської області,b797e89f-b24a-4576-a3f4-2130398fd541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59231,2016-10-24 0:00:00,Костіна Інна Петрівна,прокуратура Херсонської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Херсонської області,13c0441c-0766-4825-8d5a-df4f64a509b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86553,2016-10-26 0:00:00,Коломий Оксана Євгенівна,Прокуратура Хмельницької області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Хмельницької області,0caf1270-2633-4622-a812-5eb80c30099e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,
47669,2016-10-23 0:00:00,Худенко Інна Олександрівна,Прокуратура Хмельницької області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Хмельницької області,2a0d6108-059c-4a27-b19e-bbb226a80cc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11747,2016-10-27 0:00:00,Архипенко Валерія Олексіївна,прокуратура Черкаської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Черкаської області,10950632-31f8-4dd6-b4fb-30ddca3abfbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2016-10-27 0:00:00,Зубенко Володимир Степанович,прокуратура Черкаської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Черкаської області,e722e6d5-eb09-418d-87e2-f48ae276468f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89055,2016-10-27 0:00:00,Кожушко Наталія Володимирівна,прокуратура Черкаської області ,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Черкаської області,a4dfd07a-3b85-4bde-b8d1-b1320684b102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81218,2016-10-26 0:00:00,Куліш Алефтина Анатоліївна,прокуратура Черкаської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Черкаської області,9cb744eb-da10-4411-acbe-6e717156cb69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88753,2016-10-27 0:00:00,Олійник Ірина Анатоліївна,прокуратура Черкаської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішень прокуратури Черкаської області,c219cffc-9f26-42b9-8335-ce7811a1ec4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37227,2016-09-29 0:00:00,Бачурін Євген Євгенович,прокуратура Кіровоградської області,прокурор відділу представництва інтересів громадянина або держави в суді та при виконанні судових рішеньпрокуратури Кіровоградської області,8396410d-b9a1-4da7-a47d-f0316edfcc1f,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37055,2016-10-18 0:00:00,Додурич Сергій Вікторович,військова прокуратура Південного регіону України,"прокурор відділу представництва інтересів громадянина або держави, протидії корупції у військовій сфері",3c778d9d-e59f-4164-8fe3-e9a11794120b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34971,2016-10-28 0:00:00,Гусарова Анастасія Володимирівна,Головна військова прокуратура Генеральної прокуратури України,"прокурор відділу представництва інтересів громадянина або держави, протидії корупції у військовій сфері та в обороноо-промисловому комплексі ",54d5f2ad-df31-4476-97b4-9023137e2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97089,2016-10-28 0:00:00,Стрельнік Тамара Євменівна,Генеральна прокуратура України,"прокурор відділу представництва інтересів громадянина або держави, протидії корупції у військовій сфері та оборонно-промисловому комплексі Головної військової прокуратури Генеральної прокуратури України",d8895440-433d-4676-820a-21034cf4d28e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44001,2016-10-31 0:00:00,Краснослободцев Максим Андрійович,військова прокуратура Південного регіону України,"прокурор відділу представництва інтересів громадянина або держави, протидії корупції у воєнній сфері",08d7e625-4ba1-407d-99d5-69373094b42c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
